average,cpu,thrust,work-efficient-hierarchical
16384,0.7674,0.090656,0.86032
65536,3.4886,0.109024,1.10771
262144,15.1503,0.294976,2.25325
1048576,56.4936,0.358368,9.96435
4194304,224.794,0.942176,36.0389
16777216,901.592,5.12509,155.604

sample-47,cpu,thrust,work-efficient-hierarchical
4096,0.1417,0.052,0.963072
16384,0.6655,0.08608,0.855776
65536,3.1659,0.088224,1.08944
262144,14.3695,0.28672,2.2569
1048576,57.7518,0.534528,10.0091
4194304,218.794,0.880704,36.1413
16777216,862.636,4.31094,150.215

sample-48,cpu,thrust,work-efficient-hierarchical
4096,0.1545,0.057344,0.934368
16384,0.7165,0.088896,0.85632
65536,3.504,0.114464,1.10707
262144,14.473,0.212512,2.41139
1048576,58.581,0.450272,9.93792
4194304,229.779,0.943552,36.007
16777216,867.998,3.93507,150.241

sample-49,cpu,thrust,work-efficient-hierarchical
4096,0.1458,0.053824,0.847712
16384,0.6851,0.090048,0.849568
65536,3.1853,0.087552,1.09546
262144,13.6903,0.333824,2.25194
1048576,52.9838,0.498368,10.0063
4194304,210.017,1.00627,35.9883
16777216,871.98,5.10176,165.528

sample-50,cpu,thrust,work-efficient-hierarchical
4096,0.1444,0.055296,0.817024
16384,0.7535,0.089888,0.850848
65536,3.328,0.10656,1.2431
262144,14.1968,0.262176,2.27658
1048576,56.1321,0.33984,9.95126
4194304,221.411,0.913344,36.0161
16777216,897.151,4.82237,158.167

sample-51,cpu,thrust,work-efficient-hierarchical
4096,0.1689,0.056736,0.817376
16384,0.7161,0.087296,0.849696
65536,3.1559,0.08976,1.08749
262144,13.8783,0.334016,2.25546
1048576,52.7769,0.483744,9.96298
4194304,209.523,0.980928,36.0202
16777216,864.861,5.27757,158.072

sample-52,cpu,thrust,work-efficient-hierarchical
4096,0.1404,0.052608,0.815104
16384,0.665,0.089504,0.849856
65536,3.2454,0.085344,1.09158
262144,15.6899,0.231424,2.26778
1048576,55.9605,0.342016,9.95258
4194304,224.824,0.9056,36.0637
16777216,901.063,5.13178,172.259

sample-53,cpu,thrust,work-efficient-hierarchical
4096,0.144,0.053344,0.825568
16384,0.6745,0.088,0.8616
65536,3.1871,0.08816,1.08762
262144,13.7421,0.325696,2.27952
1048576,56.4017,0.497408,10.0799
4194304,208.997,1.14688,36.0682
16777216,867.266,5.0145,163.673

sample-54,cpu,thrust,work-efficient-hierarchical
4096,0.1952,0.05472,0.829472
16384,0.6752,0.091488,0.84992
65536,3.2014,0.084544,1.08954
262144,13.6208,0.335872,2.33293
1048576,52.4311,0.556096,9.95578
4194304,224.62,0.94592,36.1144
16777216,915.371,4.13491,154.162

sample-55,cpu,thrust,work-efficient-hierarchical
4096,0.1649,0.055232,0.823584
16384,0.7513,0.09616,0.848384
65536,3.5257,0.11264,1.10419
262144,15.6932,0.370688,2.26918
1048576,56.2252,0.377152,9.93254
4194304,214.852,1.03014,36.055
16777216,870.313,5.2224,164.647

sample-56,cpu,thrust,work-efficient-hierarchical
4096,0.1512,0.055296,0.8304
16384,0.7317,0.105632,0.971232
65536,3.1615,0.090272,1.09158
262144,14.8476,0.28672,2.27549
1048576,52.3894,0.44176,9.97747
4194304,229.93,0.845824,36.0402
16777216,900.989,5.03197,159.646

sample-57,cpu,thrust,work-efficient-hierarchical
4096,0.1569,0.060192,0.836096
16384,0.8006,0.096256,0.846688
65536,3.5955,0.089728,1.10077
262144,14.5273,0.214944,2.27133
1048576,56.7713,0.499424,9.94909
4194304,214.864,0.917376,36.01
16777216,852.014,4.83315,167.148

sample-58,cpu,thrust,work-efficient-hierarchical
4096,0.1462,0.052864,0.8192
16384,0.7216,0.089504,0.850976
